id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label,srcip,dstip,sport,dport
438,0.533371,tcp,-,-,3,0,651,0,5.624602762429903,64,0,9764.310395578312,0.0,0,0,0.26668548583984375,0,0.0027844905853271484,0,0,0,0,0,0.0,0.0,0.0,217.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.206.233.148,80,40544
439,0.341975,tcp,-,-,3,0,643,0,8.772571094378245,64,0,15042.035236493897,0.0,0,0,0.17098748683929443,0,0.1709805727005005,0,0,0,0,0,0.0,0.0,0.0,214.33333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.123.143.67,80,45335
440,0.41011,tcp,-,-,3,0,731,0,7.31511058008827,64,0,14259.5888907854,0.0,0,0,0.20505499839782715,0,0.000247955322265625,0,0,0,0,0,0.0,0.0,0.0,243.66666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.140.67.227,80,1433
441,0.0,tcp,-,-,1,0,127,0,0.0,64,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,127.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.47.218.176,80,7664
442,0.331023,tcp,-,-,3,0,644,0,9.062814366373333,64,0,15563.873205185138,0.0,0,0,0.16551148891448975,0,0.1655036211013794,0,0,0,0,0,0.0,0.0,0.0,214.66666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.126.128.136,80,27379
443,0.0,tcp,-,-,1,0,127,0,0.0,64,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,127.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.47.147.218,80,47320
444,0.0,udp,-,-,1,0,216,0,0.0,64,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,216.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.176.79,3.228.170.53,53,33708
445,0.507902,tcp,-,-,3,0,694,0,5.906651283121548,64,0,10931.242641296943,0.0,0,0,0.2539510726928711,0,0.0008890628814697266,0,0,0,0,0,0.0,0.0,0.0,231.33333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.197.110.7,80,48101
446,0.518049,tcp,-,-,3,0,732,0,5.790957998181639,64,0,11303.95001245056,0.0,0,0,0.2590245008468628,0,0.00011551380157470703,0,0,0,0,0,0.0,0.0,0.0,244.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.190.178.254,80,46446
447,0.0,udp,-,-,1,0,216,0,0.0,64,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,216.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.176.79,3.238.216.248,53,44181
448,0.55853,tcp,-,-,3,0,607,0,5.371242368359802,64,0,8694.250980251732,0.0,0,0,0.2792649269104004,0,0.002752065658569336,0,0,0,0,0,0.0,0.0,0.0,202.33333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.63.17.5,80,52987
449,0.143199,tcp,-,-,3,0,731,0,20.949866968344754,64,0,40838.27401029337,0.0,0,0,0.07159948348999023,0,0.0004143714904785156,0,0,0,0,0,0.0,0.0,0.0,243.66666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.143.50.176,80,60630
450,0.586343,tcp,-,-,3,0,649,0,5.1164591373991,64,0,8854.885280458708,0.0,0,0,0.2931715250015259,0,0.0012775659561157227,0,0,0,0,0,0.0,0.0,0.0,216.33333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.29.19.144,80,17172
451,0.619671,tcp,-,-,3,0,729,0,4.8412786785245725,64,0,9411.445751051768,0.0,0,0,0.3098355531692505,0,0.0007864236831665039,0,0,0,0,0,0.0,0.0,0.0,243.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.187.10.1,80,4032
452,0.730895,tcp,-,-,3,0,650,0,4.104556742076496,64,0,7114.565019599258,0.0,0,0,0.3654475212097168,0,0.02650165557861328,0,0,0,0,0,0.0,0.0,0.0,216.66666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.126.241.24,80,20255
453,0.0,tcp,-,-,1,0,111,0,0.0,64,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,111.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.27.4.41,80,7018
454,0.540625,tcp,-,-,3,0,731,0,5.5491329479768785,64,0,10817.109826589594,0.0,0,0,0.27031242847442627,0,0.0002065896987915039,0,0,0,0,0,0.0,0.0,0.0,243.66666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.49.228.158,80,5087
455,3.130057,tcp,-,-,3,0,381,0,0.9584489994910637,64,0,973.7841834829206,0.0,0,0,1.565028429031372,0,0.5148055553436279,0,0,0,0,0,0.0,0.0,0.0,127.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.142.47.112,80,5215
456,0.50521,tcp,-,-,3,0,650,0,5.938124740207042,64,0,10292.749549692206,0.0,0,0,0.25260496139526367,0,0.042597055435180664,0,0,0,0,0,0.0,0.0,0.0,216.66666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.173.149.51,80,61865
457,3.182336,tcp,-,-,5,0,821,0,1.571172874265948,64,0,2063.8926876357496,0.0,0,0,0.7955840229988098,0,0.6534933595273685,0,0,0,0,0,0.0,0.0,0.0,164.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.195.91.135,80,57459
458,0.70954,tcp,-,-,3,0,730,0,4.228091439524199,64,0,8230.684668940441,0.0,0,0,0.3547699451446533,0,0.021589040756225586,0,0,0,0,0,0.0,0.0,0.0,243.33333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.126.127.246,80,64268
459,0.361204,tcp,-,-,3,0,650,0,8.305555863168735,64,0,14396.296829492474,0.0,0,0,0.1806020736694336,0,0.00020503997802734375,0,0,0,0,0,0.0,0.0,0.0,216.66666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.71.238.174,80,43758
460,0.667882,tcp,-,-,3,0,731,0,4.491811427767181,64,0,8756.037743194158,0.0,0,0,0.3339409828186035,0,0.0024251937866210938,0,0,0,0,0,0.0,0.0,0.0,243.66666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.88.237.185,80,2445
461,0.676588,tcp,-,-,3,0,649,0,4.434013018262222,64,0,7673.798530272486,0.0,0,0,0.33829402923583984,0,0.014605998992919922,0,0,0,0,0,0.0,0.0,0.0,216.33333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.123.164.4,80,17629
462,0.400157,tcp,-,-,3,0,650,0,7.49705740496855,64,0,12994.899501945487,0.0,0,0,0.20007848739624023,0,8.58306884765625e-06,0,0,0,0,0,0.0,0.0,0.0,216.66666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.14.145.108,80,60357
463,0.0,tcp,-,-,1,0,111,0,0.0,64,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,111.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.24.16.110,80,26679
464,0.507633,tcp,-,-,3,0,730,0,5.909781278994864,64,0,11504.374223110002,0.0,0,0,0.2538166046142578,0,0.005104541778564453,0,0,0,0,0,0.0,0.0,0.0,243.33333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.63.44.108,80,64900
465,5.084036,tcp,-,-,5,0,635,0,0.9834706127179272,64,0,999.206142521414,0.0,0,0,1.2710090279579163,0,0.43372670023063126,0,0,0,0,0,0.0,0.0,0.0,127.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.237.26.184,80,49626
466,0.0,tcp,-,-,1,0,107,0,0.0,64,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,107.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.237.16.142,80,47776
467,0.920418,tcp,-,-,3,0,611,0,3.259388669061231,64,0,5310.630604790433,0.0,0,0,0.4602088928222656,0,0.4602010250091553,0,0,0,0,0,0.0,0.0,0.0,203.66666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.34.100.232,80,11192
468,0.0,tcp,-,-,1,0,127,0,0.0,64,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,127.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.176.136.221,80,46966
469,0.0,udp,-,-,1,0,216,0,0.0,64,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,216.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.176.79,3.228.181.145,53,50716
470,0.83002,tcp,-,-,3,0,648,0,3.6143707380545047,64,0,6245.632635358184,0.0,0,0,0.4150099754333496,0,0.0009469985961914062,0,0,0,0,0,0.0,0.0,0.0,216.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.53.47.61,80,52873
471,0.314359,tcp,-,-,3,0,643,0,9.543229237909523,64,0,16363.457066602197,0.0,0,0,0.15717947483062744,0,0.1571716070175171,0,0,0,0,0,0.0,0.0,0.0,214.33333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.123.85.119,80,9247
472,0.0,udp,-,-,1,0,1218,0,0.0,64,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,1218.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.176.82,3.228.171.175,53,32066
473,0.257965,tcp,-,-,2,0,611,0,7.7529897466710604,64,0,18948.30694086407,0.0,0,0,0.2579648494720459,0,0.0,0,0,0,0,0,0.0,0.0,0.0,305.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.141.101.0,80,16941
474,0.0,udp,-,-,1,0,1218,0,0.0,64,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,1218.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.176.82,3.228.171.175,53,8334
475,0.0,tcp,-,-,1,0,111,0,0.0,64,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,111.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.27.4.172,80,28226
476,0.0,tcp,-,-,1,0,111,0,0.0,64,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,111.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.27.7.6,80,15730
477,0.0,tcp,-,-,1,0,127,0,0.0,64,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,127.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.47.147.218,80,47736
478,0.0,tcp,-,-,1,0,119,0,0.0,64,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,119.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.27.15.29,80,19554
479,0.0,tcp,-,-,1,0,119,0,0.0,64,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,119.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.27.3.241,80,13442
480,0.0,udp,-,-,1,0,216,0,0.0,64,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,216.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.176.79,3.239.154.112,53,54174
481,0.509467,tcp,-,-,3,0,730,0,5.8885070083047575,64,0,11462.960309499927,0.0,0,0,0.2547335624694824,0,2.2649765014648438e-05,0,0,0,0,0,0.0,0.0,0.0,243.33333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.169.32,5.8.112.205,80,42122
