118.184.169.32,5.183.146.113,80.0,tcp
118.184.169.32,5.215.251.243,80.0,tcp
118.184.169.32,5.23.137.246,80.0,tcp
118.184.169.32,5.120.8.221,80.0,tcp
118.184.176.90,5.32.46.75,53.0,udp
118.184.176.79,3.228.181.243,53.0,udp
118.184.169.32,5.187.76.28,80.0,tcp
118.184.176.79,3.228.181.207,53.0,udp
118.184.169.32,5.102.209.216,80.0,tcp
118.184.176.79,3.228.182.53,53.0,udp
118.184.169.32,5.190.134.27,80.0,tcp
118.184.176.79,3.239.154.221,53.0,udp
118.184.169.32,5.166.202.63,80.0,tcp
118.184.169.32,5.237.44.244,80.0,tcp
118.184.169.32,5.29.9.196,80.0,tcp
118.184.169.32,5.237.26.184,80.0,tcp
118.184.169.32,5.139.232.30,80.0,tcp
118.184.169.32,5.122.17.63,80.0,tcp
118.184.169.32,5.212.84.156,80.0,tcp
118.184.169.32,5.127.172.16,80.0,tcp
118.184.169.32,5.8.126.174,80.0,tcp
118.184.169.32,5.115.20.215,80.0,tcp
118.184.169.32,5.76.117.109,80.0,tcp
118.184.169.32,5.133.77.63,80.0,tcp
118.184.169.32,5.139.232.192,80.0,tcp
118.184.169.32,5.112.152.67,80.0,tcp
118.184.169.32,5.178.148.220,80.0,tcp
118.184.169.32,5.248.64.69,80.0,tcp
118.184.169.32,5.248.64.69,80.0,tcp
118.184.169.32,5.152.40.237,80.0,tcp
118.184.169.32,5.152.40.237,80.0,tcp
118.184.169.32,5.23.137.246,80.0,tcp
118.184.169.32,5.139.232.192,80.0,tcp
118.184.169.32,5.34.161.134,80.0,tcp
118.184.169.32,5.31.132.178,80.0,tcp
118.184.176.79,3.209.83.225,53.0,udp
118.184.169.32,5.41.22.190,80.0,tcp
118.184.169.32,5.119.86.51,80.0,tcp
118.184.169.32,5.75.61.11,80.0,tcp
118.184.169.32,5.166.200.36,80.0,tcp
118.184.169.32,5.25.19.168,80.0,tcp
118.184.169.32,3.89.170.186,80.0,tcp
118.184.169.32,3.89.170.186,80.0,tcp
118.184.169.32,3.89.170.186,80.0,tcp
118.184.169.32,5.137.18.116,80.0,tcp
118.184.176.79,3.36.190.103,53.0,udp
118.184.169.32,5.178.148.99,80.0,tcp
118.184.169.32,5.88.9.118,80.0,tcp
118.184.169.32,5.183.144.250,80.0,tcp
118.184.169.32,5.187.76.28,80.0,tcp
118.184.169.32,5.127.0.236,80.0,tcp
118.184.169.32,5.138.109.42,80.0,tcp
118.184.169.32,5.183.146.113,80.0,tcp
118.184.169.32,5.88.163.243,80.0,tcp
118.184.169.32,5.187.76.28,80.0,tcp
118.184.169.32,5.195.91.140,80.0,tcp
118.184.169.32,5.124.198.74,80.0,tcp
118.184.169.32,5.27.17.64,80.0,tcp
118.184.169.32,5.23.137.246,80.0,tcp
118.184.169.32,5.175.149.229,80.0,tcp
118.184.169.32,5.43.220.37,80.0,tcp
118.184.169.32,5.124.216.107,80.0,tcp
118.184.169.32,5.237.20.128,80.0,tcp
118.184.169.32,5.122.68.179,80.0,tcp
118.184.169.32,5.29.9.196,80.0,tcp
118.184.169.32,5.29.9.196,80.0,tcp
118.184.169.32,5.182.247.74,80.0,tcp
118.184.169.32,5.120.8.221,80.0,tcp
118.184.169.32,5.31.132.178,80.0,tcp
118.184.169.32,5.76.117.109,80.0,tcp
118.184.169.32,5.137.18.116,80.0,tcp
118.184.169.32,5.246.3.0,80.0,tcp
118.184.169.32,5.173.222.78,80.0,tcp
118.184.169.32,5.139.217.134,80.0,tcp
118.184.169.32,5.152.40.237,80.0,tcp
118.184.169.32,5.180.170.250,80.0,tcp
118.184.169.32,5.166.48.139,80.0,tcp
118.184.169.32,5.178.148.220,80.0,tcp
118.184.169.32,5.25.157.48,80.0,tcp
118.184.169.32,5.112.152.67,80.0,tcp
118.184.169.32,5.157.124.247,80.0,tcp
118.184.169.32,5.156.48.83,80.0,tcp
118.184.169.32,5.156.164.238,80.0,tcp
118.184.176.79,3.239.154.176,53.0,udp
118.184.169.32,5.187.76.28,80.0,tcp
118.184.169.32,5.119.86.51,80.0,tcp
118.184.169.32,5.157.103.252,80.0,tcp
118.184.169.32,5.124.198.74,80.0,tcp
118.184.169.32,5.120.191.227,80.0,tcp
118.184.169.32,5.88.9.118,80.0,tcp
118.184.169.32,5.127.0.236,80.0,tcp
118.184.169.32,5.127.0.236,80.0,tcp
118.184.169.32,5.173.182.19,80.0,tcp
118.184.169.32,5.172.82.99,80.0,tcp
118.184.169.32,5.178.148.99,80.0,tcp
118.184.169.32,5.75.61.11,80.0,tcp
118.184.169.32,5.127.236.88,80.0,tcp
118.184.169.32,5.8.112.205,80.0,tcp
118.184.169.32,5.88.163.243,80.0,tcp
118.184.169.32,5.115.20.215,80.0,tcp
118.184.169.32,5.183.144.250,80.0,tcp
118.184.169.32,5.43.220.37,80.0,tcp
118.184.169.32,5.25.144.130,80.0,tcp
118.184.169.32,5.101.61.14,80.0,tcp
118.184.169.32,5.175.149.229,80.0,tcp
118.184.169.32,5.142.47.112,80.0,tcp
118.184.169.32,5.137.18.116,80.0,tcp
118.184.169.32,5.173.222.78,80.0,tcp
118.184.169.32,5.173.222.78,80.0,tcp
118.184.169.32,5.175.119.18,80.0,tcp
118.184.176.90,4.156.0.133,53.0,udp
118.184.169.32,5.166.48.139,80.0,tcp
118.184.169.32,5.229.157.199,80.0,tcp
118.184.169.32,5.124.216.107,80.0,tcp
118.184.169.32,5.124.216.107,80.0,tcp
118.184.169.32,5.139.232.21,80.0,tcp
118.184.169.32,5.122.68.179,80.0,tcp
118.184.169.32,5.119.184.30,80.0,tcp
118.184.169.32,5.22.126.240,80.0,tcp
118.184.169.32,5.77.196.211,80.0,tcp
118.184.169.32,5.25.144.196,80.0,tcp
118.184.169.32,5.76.117.109,80.0,tcp
118.184.169.32,5.176.86.43,80.0,tcp
118.184.169.32,5.229.12.245,80.0,tcp
118.184.176.90,5.141.95.254,53.0,udp
118.184.169.32,5.25.166.143,80.0,tcp
118.184.176.79,3.113.218.118,53.0,udp
118.184.169.32,5.82.196.40,80.0,tcp
118.184.169.32,5.123.47.5,80.0,tcp
118.184.169.32,5.152.40.237,80.0,tcp
118.184.169.32,5.187.76.28,80.0,tcp
118.184.169.32,5.11.164.84,80.0,tcp
118.184.169.32,5.27.0.78,80.0,tcp
118.184.169.32,5.173.182.19,80.0,tcp
118.184.169.32,5.90.10.109,80.0,tcp
118.184.169.32,5.172.82.99,80.0,tcp
118.184.176.79,3.36.3.230,53.0,udp
118.184.176.79,3.36.190.0,53.0,udp
118.184.169.32,5.178.148.220,80.0,tcp
118.184.169.32,5.136.7.211,80.0,tcp
118.184.169.32,5.190.147.134,80.0,tcp
118.184.169.32,5.101.61.14,80.0,tcp
118.184.169.32,5.126.201.64,80.0,tcp
118.184.169.32,5.127.236.88,80.0,tcp
118.184.169.32,5.156.164.238,80.0,tcp
118.184.169.32,5.43.220.37,80.0,tcp
118.184.169.32,5.143.73.85,80.0,tcp
118.184.169.32,5.88.9.118,80.0,tcp
118.184.169.32,5.120.191.227,80.0,tcp
118.184.169.32,5.166.48.139,80.0,tcp
118.184.169.32,5.178.148.99,80.0,tcp
118.184.176.79,3.209.83.253,53.0,udp
118.184.169.32,5.178.148.99,80.0,tcp
118.184.169.32,5.187.85.44,80.0,tcp
118.184.169.32,5.88.163.243,80.0,tcp
118.184.169.32,5.116.200.182,80.0,tcp
118.184.169.32,5.175.149.229,80.0,tcp
118.184.169.32,5.134.184.138,80.0,tcp
118.184.169.32,5.31.205.116,80.0,tcp
118.184.169.32,5.76.117.109,80.0,tcp
118.184.169.32,5.124.217.137,80.0,tcp
118.184.169.32,5.27.17.128,80.0,tcp
118.184.169.32,5.75.61.11,80.0,tcp
118.184.176.79,3.228.170.2,53.0,udp
118.184.169.32,5.143.73.85,80.0,tcp
118.184.169.32,5.248.79.194,80.0,tcp
118.184.169.32,5.183.144.250,80.0,tcp
118.184.169.32,5.119.86.51,80.0,tcp
118.184.176.79,3.112.96.74,53.0,udp
118.184.169.32,5.116.226.53,80.0,tcp
118.184.169.32,5.77.196.211,80.0,tcp
118.184.169.32,5.43.220.37,80.0,tcp
118.184.169.32,5.143.73.85,80.0,tcp
118.184.169.32,5.189.194.115,80.0,tcp
118.184.169.32,5.25.45.130,80.0,tcp
118.184.169.32,5.126.55.154,80.0,tcp
118.184.169.32,5.101.61.14,80.0,tcp
118.184.169.32,5.142.47.54,80.0,tcp
118.184.169.32,5.172.82.99,80.0,tcp
118.184.169.32,5.123.47.5,80.0,tcp
118.184.169.32,5.152.40.237,80.0,tcp
118.184.169.32,5.59.48.129,80.0,tcp
118.184.176.79,3.238.216.128,53.0,udp
118.184.169.32,5.218.53.147,80.0,tcp
118.184.169.32,5.22.126.240,80.0,tcp
118.184.169.32,5.90.10.109,80.0,tcp
118.184.169.32,5.136.7.211,80.0,tcp
118.184.169.32,5.122.68.179,80.0,tcp
118.184.176.82,3.239.157.74,53.0,udp
118.184.176.79,3.228.182.92,53.0,udp
118.184.169.32,5.190.147.134,80.0,tcp
118.184.169.32,5.41.22.190,80.0,tcp
118.184.169.32,5.134.48.236,80.0,tcp
118.184.169.32,5.187.85.44,80.0,tcp
118.184.169.32,5.139.232.21,80.0,tcp
118.184.169.32,5.126.201.64,80.0,tcp
118.184.169.32,5.173.153.51,80.0,tcp
118.184.169.32,5.134.35.61,80.0,tcp
118.184.169.32,5.127.124.185,80.0,tcp
118.184.176.79,3.112.96.54,53.0,udp
118.184.169.32,5.124.111.145,80.0,tcp
118.184.169.32,5.31.205.116,80.0,tcp
118.184.169.32,5.31.205.116,80.0,tcp
118.184.169.32,5.127.236.88,80.0,tcp
118.184.169.32,5.178.148.99,80.0,tcp
118.184.176.79,3.112.96.32,53.0,udp
118.184.169.32,5.119.184.30,80.0,tcp
118.184.169.32,5.76.117.109,80.0,tcp
118.184.169.32,5.120.191.227,80.0,tcp
118.184.169.32,5.27.11.71,80.0,tcp
118.184.169.32,5.78.75.253,443.0,tcp
118.184.169.32,5.190.134.27,80.0,tcp
118.184.169.32,5.43.187.202,80.0,tcp
118.184.169.32,5.77.196.211,80.0,tcp
118.184.169.32,5.156.164.238,80.0,tcp
118.184.169.32,5.202.33.18,80.0,tcp
118.184.169.32,5.189.194.115,80.0,tcp
118.184.169.32,5.173.31.40,80.0,tcp
118.184.169.32,5.173.31.40,80.0,tcp
118.184.169.32,5.124.198.74,80.0,tcp
118.184.169.32,5.43.220.37,80.0,tcp
118.184.169.32,5.23.167.223,80.0,tcp
118.184.169.32,5.166.200.36,80.0,tcp
118.184.176.79,3.113.218.140,53.0,udp
118.184.169.32,5.176.86.43,80.0,tcp
118.184.176.82,3.239.157.74,53.0,udp
118.184.169.32,5.166.47.152,80.0,tcp
118.184.169.32,5.29.42.240,80.0,tcp
118.184.176.82,5.181.233.212,53.0,udp
118.184.169.32,5.136.7.211,80.0,tcp
118.184.169.32,5.134.184.138,80.0,tcp
118.184.169.32,5.123.193.153,80.0,tcp
118.184.169.32,5.125.227.167,80.0,tcp
118.184.176.82,3.251.104.174,53.0,udp
118.184.169.32,5.59.48.129,80.0,tcp
118.184.169.32,5.124.11.46,80.0,tcp
118.184.176.82,5.181.233.212,53.0,udp
118.184.169.32,5.15.129.45,80.0,tcp
118.184.176.82,3.251.104.52,53.0,udp
118.184.169.32,5.134.35.61,80.0,tcp
118.184.169.32,5.173.153.51,80.0,tcp
118.184.169.32,5.187.85.44,80.0,tcp
118.184.169.32,5.125.239.57,80.0,tcp
118.184.176.79,3.239.157.77,53.0,udp
118.184.169.32,5.194.172.113,80.0,tcp
118.184.169.32,5.78.75.253,443.0,tcp
118.184.176.79,3.36.3.244,53.0,udp
118.184.169.32,5.218.53.147,80.0,tcp
118.184.169.32,5.123.47.5,80.0,tcp
118.184.169.32,5.90.10.109,80.0,tcp
118.184.169.32,5.163.78.56,80.0,tcp
118.184.169.32,5.190.147.134,80.0,tcp
118.184.169.32,5.126.55.154,80.0,tcp
118.184.169.32,5.134.48.236,80.0,tcp
118.184.169.32,5.202.73.58,80.0,tcp
118.184.169.32,5.90.145.103,80.0,tcp
118.184.169.32,5.173.182.19,80.0,tcp
118.184.176.79,3.239.157.193,53.0,udp
118.184.169.32,5.23.167.223,80.0,tcp
118.184.169.32,5.157.124.247,80.0,tcp
118.184.169.32,5.138.222.70,80.0,tcp
118.184.169.32,5.143.73.85,80.0,tcp
118.184.169.32,5.124.5.165,80.0,tcp
118.184.169.32,5.204.26.159,,icmp
118.184.169.32,5.22.126.240,80.0,tcp
118.184.169.32,5.25.157.48,80.0,tcp
118.184.169.32,5.126.201.64,80.0,tcp
118.184.169.32,5.127.124.185,80.0,tcp
118.184.169.32,5.27.29.106,80.0,tcp
118.184.169.32,5.251.144.51,80.0,tcp
118.184.169.32,5.70.0.16,80.0,tcp
118.184.169.32,5.31.248.181,80.0,tcp
118.184.169.32,5.189.194.115,80.0,tcp
118.184.176.82,5.181.233.212,53.0,udp
118.184.169.32,5.138.222.70,80.0,tcp
118.184.169.32,5.43.187.202,80.0,tcp
118.184.176.82,3.239.157.74,53.0,udp
118.184.169.32,5.178.148.99,80.0,tcp
118.184.169.32,5.115.20.215,80.0,tcp
118.184.169.32,5.43.220.37,80.0,tcp
118.184.169.32,5.180.168.199,80.0,tcp
118.184.169.32,5.15.129.45,80.0,tcp
118.184.169.32,5.202.33.18,80.0,tcp
118.184.169.32,5.143.73.85,80.0,tcp
118.184.169.32,5.190.134.27,80.0,tcp
118.184.169.32,5.111.60.35,80.0,tcp
118.184.169.32,5.76.117.109,80.0,tcp
118.184.169.32,5.27.23.224,80.0,tcp
118.184.169.32,5.180.168.199,80.0,tcp
118.184.169.32,5.166.47.152,80.0,tcp
118.184.169.32,5.134.35.61,80.0,tcp
118.184.176.90,5.181.233.212,53.0,udp
118.184.169.32,5.59.48.129,80.0,tcp
118.184.169.32,5.114.91.78,80.0,tcp
118.184.169.32,5.29.42.240,80.0,tcp
118.184.169.32,5.107.14.22,80.0,tcp
118.184.169.32,5.187.86.35,80.0,tcp
118.184.169.32,5.224.160.210,80.0,tcp
