id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label,srcip,dstip, port
1261,0,tcp,-,INT,1,0,60,0,0,125,0,0,0,0,0,0,0,0,0,255,0,0,255,0,0,0,60,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Normal_0,0,111.205.62.207,104.208.16.90,443
1262,0,tcp,-,INT,1,0,60,0,0,125,0,0,0,0,0,0,0,0,0,255,0,0,255,0,0,0,60,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Normal_0,0,111.205.62.207,104.208.16.90,443
1263,0,tcp,-,INT,1,0,1083,0,0,125,0,0,0,0,0,0,0,0,0,255,0,0,255,0,0,0,1083,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Normal_0,0,111.205.62.207,104.208.16.90,443
1264,0,tcp,-,INT,1,0,1083,0,0,125,0,0,0,0,0,0,0,0,0,255,0,0,255,0,0,0,1083,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Normal_0,0,111.205.62.207,104.208.16.90,443
1265,0,tcp,-,INT,1,0,583,0,0,106,0,0,0,0,0,0,0,0,0,255,0,0,255,0,0,0,583,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Normal_0,0,104.208.16.90,111.205.62.207,11711
1266,0,tcp,-,INT,1,0,583,0,0,106,0,0,0,0,0,0,0,0,0,255,0,0,255,0,0,0,583,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Normal_0,0,104.208.16.90,111.205.62.207,11711
1267,0,tcp,-,INT,1,0,60,0,0,125,0,0,0,0,0,0,0,0,0,255,0,0,255,0,0,0,60,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Normal_0,0,111.205.62.207,104.208.16.90,443
1268,0,tcp,-,INT,1,0,60,0,0,125,0,0,0,0,0,0,0,0,0,255,0,0,255,0,0,0,60,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Normal_0,0,111.205.62.207,104.208.16.90,443
1269,0,tcp,-,INT,1,0,60,0,0,125,0,0,0,0,0,0,0,0,0,255,0,0,255,0,0,0,60,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Normal_0,0,111.205.62.207,104.208.16.90,443
1270,0,tcp,-,INT,1,0,60,0,0,125,0,0,0,0,0,0,0,0,0,255,0,0,255,0,0,0,60,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Normal_0,0,111.205.62.207,104.208.16.90,443
1271,0,tcp,-,INT,1,0,66,0,0,125,0,0,0,0,0,0,0,0,0,255,0,0,255,0,0,0,66,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Normal_0,0,111.205.62.207,104.208.16.90,443
1272,0,tcp,-,INT,1,0,66,0,0,105,0,0,0,0,0,0,0,0,0,255,0,0,255,0,0,0,66,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Normal_0,0,104.208.16.90,111.205.62.207,11729
1273,0,tcp,-,INT,1,0,60,0,0,125,0,0,0,0,0,0,0,0,0,255,0,0,255,0,0,0,60,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Normal_0,0,111.205.62.207,104.208.16.90,443
1274,0,tcp,-,INT,1,0,60,0,0,125,0,0,0,0,0,0,0,0,0,255,0,0,255,0,0,0,60,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Normal_0,0,111.205.62.207,104.208.16.90,443
1275,0,tcp,-,INT,1,0,240,0,0,125,0,0,0,0,0,0,0,0,0,255,0,0,255,0,0,0,240,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Normal_0,0,111.205.62.207,104.208.16.90,443
1276,0,tcp,-,INT,1,0,240,0,0,125,0,0,0,0,0,0,0,0,0,255,0,0,255,0,0,0,240,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Normal_0,0,111.205.62.207,104.208.16.90,443
1277,0,tcp,-,INT,1,0,1514,0,0,105,0,0,0,0,0,0,0,0,0,255,0,0,255,0,0,0,1514,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Normal_0,0,104.208.16.90,111.205.62.207,11729
1278,0,tcp,-,INT,1,0,1514,0,0,105,0,0,0,0,0,0,0,0,0,255,0,0,255,0,0,0,1514,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Normal_0,0,104.208.16.90,111.205.62.207,11729
1279,0,tcp,-,INT,1,0,123,0,0,105,0,0,0,0,0,0,0,0,0,255,0,0,255,0,0,0,123,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Normal_0,0,104.208.16.90,111.205.62.207,11729
1280,0,tcp,-,INT,1,0,1514,0,0,105,0,0,0,0,0,0,0,0,0,255,0,0,255,0,0,0,1514,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Normal_0,0,104.208.16.90,111.205.62.207,11729
1281,0,tcp,-,INT,1,0,1514,0,0,105,0,0,0,0,0,0,0,0,0,255,0,0,255,0,0,0,1514,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Normal_0,0,104.208.16.90,111.205.62.207,11729
1282,0,tcp,-,INT,1,0,1514,0,0,105,0,0,0,0,0,0,0,0,0,255,0,0,255,0,0,0,1514,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Normal_0,0,104.208.16.90,111.205.62.207,11729
1283,0,tcp,-,INT,1,0,123,0,0,105,0,0,0,0,0,0,0,0,0,255,0,0,255,0,0,0,123,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Normal_0,0,104.208.16.90,111.205.62.207,11729
