112.90.80.101,111.205.62.207,443,tcp
112.90.80.101,111.205.62.207,443,tcp
112.90.80.101,111.205.62.207,443,tcp
112.90.80.101,111.205.62.207,443,tcp
111.205.62.207,112.90.80.101,54027,tcp
111.205.62.207,112.90.80.101,37173,tcp
111.205.62.207,112.90.80.101,37340,tcp
111.205.62.207,112.90.80.101,56723,tcp
111.205.62.207,112.90.80.101,56731,tcp
111.205.62.207,112.90.80.101,37716,tcp
111.205.62.207,112.90.80.101,37769,tcp
111.205.62.207,112.90.80.101,56942,tcp
111.205.62.207,112.90.80.101,38064,tcp
111.205.62.207,112.90.80.101,38090,tcp
111.205.62.207,112.90.80.101,38136,tcp
111.205.62.207,112.90.80.101,38476,tcp
111.205.62.207,112.90.80.101,38528,tcp
111.205.62.207,112.90.80.101,57625,tcp
111.205.62.207,112.90.80.101,58123,tcp
111.205.62.207,112.90.80.101,38667,tcp
111.205.62.207,112.90.80.101,38729,tcp
111.205.62.207,112.90.80.101,38880,tcp
111.205.62.207,112.90.80.101,38931,tcp
111.205.62.207,112.90.80.101,54274,tcp
111.205.62.207,112.90.80.101,53457,tcp
111.205.62.207,112.90.80.101,53723,tcp
111.205.62.207,112.90.80.101,39099,tcp
111.205.62.207,112.90.80.101,39164,tcp
111.205.62.207,112.90.80.101,39168,tcp
112.90.80.101,111.205.62.207,443,tcp
112.90.80.101,111.205.62.207,443,tcp
111.205.62.207,112.90.80.101,58521,tcp
111.205.62.207,112.90.80.101,39297,tcp
111.205.62.207,112.90.80.101,52805,tcp
111.205.62.207,112.90.80.101,39338,tcp
111.205.62.207,112.90.80.101,58906,tcp
111.205.62.207,112.90.80.101,54356,tcp
111.205.62.207,112.90.80.101,58908,tcp
111.205.62.207,112.90.80.101,58914,tcp
111.205.62.207,112.90.80.101,58992,tcp
112.90.80.101,111.205.62.207,443,tcp
112.90.80.101,111.205.62.207,443,tcp
112.90.80.101,111.205.62.207,443,tcp
111.205.62.207,112.90.80.101,50730,tcp
111.205.62.207,112.90.80.101,50723,tcp
111.205.62.207,112.90.80.101,43465,tcp
111.205.62.207,112.90.80.101,43499,tcp
111.205.62.207,112.90.80.101,50946,tcp
111.205.62.207,112.90.80.101,50951,tcp
111.205.62.207,112.90.80.101,43583,tcp
111.205.62.207,112.90.80.101,51171,tcp
111.205.62.207,112.90.80.101,51178,tcp
111.205.62.207,112.90.80.101,43924,tcp
111.205.62.207,112.90.80.101,51747,tcp
111.205.62.207,112.90.80.101,44024,tcp
111.205.62.207,112.90.80.101,51801,tcp
111.205.62.207,112.90.80.101,51807,tcp
111.205.62.207,112.90.80.101,51871,tcp
111.205.62.207,112.90.80.101,52219,tcp
111.205.62.207,112.90.80.101,52227,tcp
111.205.62.207,112.90.80.101,44337,tcp
111.205.62.207,112.90.80.101,44387,tcp
111.205.62.207,112.90.80.101,52298,tcp
112.90.80.101,111.205.62.207,443,tcp
