id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,sTCPb,dTCPb,dwin,TCPrtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label,srcip,dstip,sport,dport
18,0.026961,TCP,-,-,2,0,316,0,74.18122473202033,51,0,93765.06806127369,0,0,0,0.02696084976196289,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,125.47.136.140,118.184.169.48,38803,80
19,0,TCP,-,-,1,0,99,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,106.9.153.78,118.184.169.48,1366,80
20,0,TCP,-,-,1,0,99,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,179.108.95.68,118.184.169.48,4497,80
21,0,TCP,-,-,1,0,123,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,183.197.81.127,118.184.169.48,14338,80
22,0,TCP,-,-,1,0,119,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,121.16.19.26,118.184.169.48,12390,80
23,0.016206,TCP,-,-,2,0,336,0,123.41108231519189,48,0,165864.4946316179,0,0,0,0.016206026077270508,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,39.173.61.148,118.184.169.48,23559,80
24,0,TCP,-,-,1,0,99,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,110.244.247.45,118.184.169.48,22350,80
25,0,TCP,-,-,1,0,123,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,124.167.137.231,118.184.169.48,2106,80
26,0,TCP,-,-,1,0,123,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,218.8.185.87,118.184.169.48,4191,80
27,0,TCP,-,-,1,0,99,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,183.60.8.218,118.184.179.120,80,30202
28,0,TCP,-,-,1,0,123,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,27.200.234.35,118.184.169.48,31615,80
29,0,TCP,-,-,1,0,193,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,1.25.121.60,118.184.169.48,1452,80
30,0.021016,TCP,-,-,2,0,316,0,95.1655881233346,51,0,120289.30338789494,0,0,0,0.02101588249206543,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,106.114.236.102,118.184.169.48,1093,80
31,0,TCP,-,-,1,0,123,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,221.1.34.65,118.184.169.48,40057,80
32,0,TCP,-,-,1,0,119,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,119.251.151.215,118.184.169.48,11873,80
33,0,TCP,-,-,1,0,119,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,144.7.45.15,118.184.169.48,21311,80
34,0.023372,TCP,-,-,2,0,312,0,85.57247989046722,52,0,106794.45490330309,0,0,0,0.02337193489074707,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,115.58.125.54,118.184.169.48,36546,80
35,0.026754,TCP,-,-,2,0,316,0,74.75517679599312,51,0,94490.54347013531,0,0,0,0.026753902435302734,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,39.90.39.107,118.184.169.48,52282,80
36,0,TCP,-,-,1,0,111,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,112.240.77.128,118.184.169.48,58080,80
37,0.027862,UDP,-,-,60,0,82692,0,2153.470676907616,62,0,23743306.29531261,0,0,0,0.0004722385083214711,0,0.0008449833534652675,0,0,0,0,0,0,0,0,1378.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,118.184.176.3,118.184.176.76,28619,50040
38,0,TCP,-,-,1,0,111,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,0,110.251.244.225,118.184.169.48,34684,80
