City,PacketSizeEntropy,TrafficPercentageOfS,TotalBytesFromCity
江苏省-常州市,7.561456959404488,88.0419361144808,279768360
江苏省-盐城市,2.397322740144686,0.1043846066409128,331700
江苏省-南通市,2.689525383210069,0.016980986959130705,53960
江苏省-连云港市,2.2494380168545747,0.06825752541577927,216900
江苏省-宿迁市,2.2380183125340465,0.03722222271174907,118280
江苏省-泰州市,2.4956029237290127,0.011473809943104252,36460
江苏省-南京市,2.8724223604246513,0.03447807507862046,109560
江苏省-淮安市,2.4124132984600735,0.05600956373213645,177980
江苏省-无锡市,2.0060710131011685,0.02399870395669584,76260
江苏省-扬州市,2.5046934208291405,0.0165844702139768,52700
江苏省-苏州市,2.9698814260874524,0.027258952750183498,86620
江苏省-镇江市,1.5219280948873624,0.0035182993736671843,11180
江苏省-常州市,7.60426532245326,88.31328788870451,258585440
江苏省-徐州市,2.308124559543625,0.20339155781253224,595540
江苏省-南京市,2.78538973575955,0.02083300034685238,61000
江苏省-盐城市,2.898609087345504,0.14483375060808454,424080
江苏省-泰州市,1.856564762130954,0.012206089055680394,35740
江苏省-连云港市,2.292146599716985,0.060784547569389946,177980
江苏省-苏州市,3.0009230918800163,0.019193682286772193,56200
江苏省-扬州市,2.4116022179746714,0.012055818233506377,35300
江苏省-淮安市,2.310362470468964,0.05240353398722999,153440
江苏省-宿迁市,2.316926358172021,0.02397502662867274,70200
江苏省-无锡市,2.4061518545101985,0.023455909242980678,68680
江苏省-南通市,1.6858157091530301,0.009870060820066128,28900
江苏省-镇江市,1.9056390622295665,0.007458897173364852,21840
江苏省-南通市,1.9986525468781666,0.013459604763853729,42620
江苏省-常州市,7.555057578840375,89.7040908103301,284049080
江苏省-宿迁市,2.1710553739610847,0.034845912474040834,110340
江苏省-徐州市,2.1177462860658776,0.2011993006816333,637100
江苏省-盐城市,2.566820316911236,0.17307371644257152,548040
江苏省-淮安市,2.1294896243176398,0.06195460494070447,196180
江苏省-南京市,2.8798813902643543,0.028384544255635222,89880
江苏省-连云港市,2.193134819307069,0.0629462323212418,199320
江苏省-无锡市,2.4591379510261233,0.033317416766461015,105500
江苏省-苏州市,2.823934896284056,0.022466360462237312,71140
江苏省-泰州市,2.355388542207534,0.010225762605668319,32380
江苏省-扬州市,1.8423709931771086,0.005299206192807733,16780
江苏省-常州市,7.413873940615251,87.8686051692603,273566460
江苏省-连云港市,2.234886118090813,0.06425858327136381,200060
江苏省-无锡市,2.4393225169229362,0.0513529055954496,159880
江苏省-宿迁市,2.2468310456710623,0.0427898053754428,133220
江苏省-苏州市,3.421898415277084,0.03278774457833059,102080
江苏省-徐州市,2.361006559131843,0.24934488750154818,776300
江苏省-南通市,2.3181987848261887,0.028580069676526803,88980
江苏省-盐城市,2.882429601132454,0.1914331482042029,596000
江苏省-淮安市,2.560941294529363,0.06278107910737164,195460
江苏省-南京市,2.834052915614942,0.035222414483343775,109660
江苏省-泰州市,2.1506140041158783,0.017807137141679544,55440
江苏省-扬州市,2.552832161679204,0.01745382092855098,54340
江苏省-镇江市,1.811278124459133,0.0061541260395847775,19160
江苏省-常州市,7.490254975945011,87.71477746448967,271656420
江苏省-盐城市,2.584154118204837,0.1292394150962331,400260
江苏省-徐州市,2.3741543703909445,0.2668674775821632,826500
江苏省-连云港市,2.3393261080797343,0.07306970378323477,226300
江苏省-南京市,2.95275508075487,0.04823956582065963,149400
江苏省-扬州市,2.35274578087187,0.013612985910301271,42160
江苏省-宿迁市,2.3258575419607315,0.04440364853853489,137520
江苏省-淮安市,2.66819196570526,0.048368721284704236,149800
江苏省-南通市,2.442215752170299,0.02012242129814932,62320
江苏省-无锡市,2.204356401467029,0.02808485565649916,86980
江苏省-泰州市,2.5701906367554077,0.01767492525450407,54740
江苏省-苏州市,3.044912733238945,0.021039425092866007,65160
江苏省-镇江市,2.6612262562697895,0.011585245124800988,35880
江苏省-徐州市,2.306472690183291,0.2864649621054594,912700
江苏省-常州市,7.473956838431745,88.58015761693291,282223380
江苏省-淮安市,2.2418004670562697,0.05800860556188343,184820
江苏省-苏州市,2.7199643047423914,0.020005781400900605,63740
江苏省-盐城市,2.5654802259049614,0.07525864863991132,239780
江苏省-泰州市,2.3242764617775693,0.014833279400793263,47260
江苏省-南京市,2.953787047026128,0.03814092494253909,121520
